epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,24.6159,0.52026,1.08972,0.94748,0.80801,0.86051,0.97,0.91734,0.40354,1.35936,0.87639,0.000816875,0.000816875,0.000816875
16,26.0543,0.50841,1.07234,0.94914,0.67571,0.71089,0.71229,0.68668,0.31876,2.10847,0.8508,0.000785938,0.000785938,0.000785938
17,27.2275,0.4933,0.97256,0.93411,0.60102,0.97724,0.8175,0.71745,0.40498,1.69814,0.9126,0.000755,0.000755,0.000755
18,28.4191,0.49309,0.99027,0.92564,0.96213,1,0.995,0.90385,0.40273,1.02354,0.8956,0.000724062,0.000724062,0.000724062
19,29.608,0.49684,0.97069,0.91739,0.97329,0.95748,0.995,0.90446,0.39052,1.06127,0.92016,0.000693125,0.000693125,0.000693125
20,30.9707,0.49264,0.95586,0.94583,0.96136,0.90997,0.995,0.93589,0.37113,1.02211,0.8637,0.000662188,0.000662188,0.000662188
21,32.5643,0.49011,0.8537,0.92608,0.94808,0.92632,0.995,0.94732,0.36477,0.88989,0.8379,0.00063125,0.00063125,0.00063125
22,34.0761,0.49112,0.84263,0.9428,0.93352,0.95505,0.995,0.95764,0.37364,0.89161,0.83598,0.000600313,0.000600313,0.000600313
23,35.5995,0.46358,0.82711,0.94239,0.95207,0.91694,0.995,0.92921,0.33245,0.97435,0.83375,0.000569375,0.000569375,0.000569375
24,36.8861,0.45918,0.83813,0.93501,0.96648,0.9387,0.995,0.94525,0.2945,0.86279,0.84462,0.000538438,0.000538438,0.000538438
25,38.1793,0.44028,0.79233,0.92039,0.90832,1,0.995,0.95145,0.26654,0.85951,0.82968,0.0005075,0.0005075,0.0005075
26,39.5911,0.43978,0.77699,0.89495,0.89549,1,0.97,0.95133,0.29798,0.96167,0.83151,0.000476562,0.000476562,0.000476562
27,40.8338,0.42327,0.77033,0.90564,0.91901,1,0.9825,0.9369,0.28507,0.87436,0.82128,0.000445625,0.000445625,0.000445625
28,42.1154,0.4299,0.85012,0.9103,0.91891,1,0.995,0.93901,0.37041,0.83845,0.85437,0.000414688,0.000414688,0.000414688
29,43.3702,0.43567,0.74741,0.91531,0.89988,1,0.995,0.93901,0.36023,0.85274,0.84912,0.00038375,0.00038375,0.00038375
30,44.5984,0.40315,0.70332,0.88986,0.8644,1,0.995,0.97013,0.30278,0.81738,0.81787,0.000352812,0.000352812,0.000352812
31,50.4676,0.32357,1.12074,0.85015,0.85237,1,0.995,0.93901,0.2933,0.90866,0.8216,0.000321875,0.000321875,0.000321875
32,52.9088,0.31104,1.08923,0.84001,0.87747,1,0.995,0.9514,0.27757,1.12284,0.82416,0.000290937,0.000290937,0.000290937
33,54.788,0.28047,1.08469,0.85555,0.94903,1,0.995,0.9514,0.27351,0.92636,0.82728,0.00026,0.00026,0.00026
34,56.4647,0.28933,0.97046,0.85137,0.97504,0.99504,0.995,0.95763,0.26574,0.68955,0.82121,0.000229063,0.000229063,0.000229063
35,58.1459,0.29219,0.9502,0.8516,0.96361,1,0.995,0.95145,0.23898,0.71294,0.80996,0.000198125,0.000198125,0.000198125
36,59.8342,0.27741,0.90482,0.81495,0.94217,1,0.995,0.97013,0.24035,0.74436,0.80624,0.000167188,0.000167188,0.000167188
37,61.4994,0.27289,0.93965,0.83603,0.95914,1,0.995,0.98251,0.24919,0.72973,0.80669,0.00013625,0.00013625,0.00013625
38,63.1251,0.26288,0.9087,0.81885,0.92913,1,0.995,0.98251,0.25386,0.73251,0.8112,0.000105312,0.000105312,0.000105312
39,64.5476,0.2642,0.86636,0.82395,0.91935,0.99731,0.995,0.98251,0.25328,0.72796,0.81231,7.4375e-05,7.4375e-05,7.4375e-05
40,65.9803,0.2412,0.88646,0.82555,0.93922,0.98735,0.995,0.97628,0.24543,0.72246,0.81108,4.34375e-05,4.34375e-05,4.34375e-05
